Domain,Format Loads,Impressions,Format Fill Rate,Viewability Rate,Efficiency Rate,CPM,Clicks,CTR,Category,Category importance,Country,Geographical zone,Geographical zone importance
exitosanoticias.pe,107467.71038251366,11551.573770491803,11.111229508196727,87.41142076502737,95.17775956284153,1.6332786885245851,102.0464480874317,0.9438524590163934,News & Portals,58.607877136487495,Peru,South America,53.27
rpp.pe,107373.45631067961,19444.239482200646,16.33213592233008,61.05537216828479,92.27453074433656,1.656213592233007,72.98058252427184,0.4278317152103561,News & Portals,58.607877136487495,Peru,South America,53.27
cnnchile.com,107192.83193277312,20660.731092436974,21.630336134453792,90.30504201680674,99.16378151260501,1.5303361344537814,268.29411764705884,1.275882352941177,Movies & Television,3.5670052018825857,Chile,South America,53.27
senhorcarros.com,107129.30769230769,3.6153846153846154,0.01,54.871538461538464,79.18153846153847,1.4261538461538463,0.0,0.0,Autos,0.07431260837255388,Brazil,South America,53.27
midiario.com,107090.15264797508,15905.255451713396,18.86629283489096,84.02716510903426,94.27476635514017,1.5496573208722715,109.17445482866043,0.6267289719626169,News & Portals,58.607877136487495,Panama,South America,53.27
perfil.com,106945.525,6507.258333333333,5.7022499999999985,70.6248333333333,82.9586666666667,1.4676666666666667,44.49166666666667,0.6020833333333331,News & Portals,58.607877136487495,Argentina,South America,53.27
gamewith.net,106370.0,1039.2,0.9819999999999999,86.826,93.438,1.8719999999999999,1.8,0.166,Tech & Gaming,1.9816695566014366,United Kingdom,West Europe,11.98
diariodovale.com.br,106257.18446601942,3898.1747572815534,3.812330097087378,87.05873786407766,98.41349514563109,1.5268932038834961,20.368932038834952,0.5601941747572815,News & Portals,58.607877136487495,Brazil,South America,53.27
lasillarota.com,106081.0407523511,21525.639498432603,21.529749216300935,88.39432601880883,97.5521943573668,1.6334796238244498,131.3040752351097,0.632978056426332,News & Portals,58.607877136487495,Mexico,South America,53.27
dailynayadiganta.com,106077.45714285714,270.6171428571429,0.07651428571428569,24.42788571428571,27.91925714285714,0.4547428571428572,0.9942857142857143,0.08205714285714286,News & Portals,58.607877136487495,Bangladesh,Asia,13.09
imageneseducativas.com,105966.72200772201,3677.4324324324325,3.8102702702702715,82.02996138996141,93.37451737451735,1.627528957528954,19.08108108108108,0.4930115830115831,Casual Games,0.6440426058954669,Mexico,South America,53.27
mixdeseries.com.br,105958.46372239747,19809.905362776026,22.400094637223976,79.40195583596221,90.56668769716089,1.4702208201892721,125.45110410094637,0.5329652996845428,Movies & Television,3.5670052018825857,Brazil,South America,53.27
revistabula.com,105501.9344262295,26718.035519125682,30.2174863387978,86.18573770491808,99.43153005464474,1.622841530054639,111.79781420765028,0.4445355191256831,Community & Culture,6.613822145157296,Brazil,South America,53.27
cinehoyts.cl,105387.16164383561,8082.695890410959,5.653369863013695,74.220602739726,93.59536986301376,1.5089589041095852,51.47123287671233,0.5838630136986297,Movies & Television,3.5670052018825857,Chile,South America,53.27
alairelibre.cl,105071.48633879781,8664.63387978142,10.405437158469937,45.112431693989095,98.27584699453547,1.5507103825136563,20.26502732240437,0.21647540983606547,Sports,7.629427792915531,Chile,South America,53.27
riovagas.com.br,105067.45625,1496.640625,2.4135312499999984,55.07346875,82.22340625,1.5668124999999988,4.959375,0.29309375,News & Portals,58.607877136487495,Brazil,South America,53.27
publimetro.cl,104090.6897810219,9707.211678832116,13.44850364963504,67.93529197080288,95.14299270072992,1.5187226277372228,81.71167883211679,0.7110583941605839,News & Portals,58.607877136487495,Chile,South America,53.27
hipertextual.com,103610.43989071039,25944.986338797815,25.186557377049198,78.03655737704918,96.19418032786879,1.6045081967213062,94.67486338797814,0.3075956284153006,Tech & Gaming,1.9816695566014366,Mexico,South America,53.27
westca.com,103570.26190476191,585.7857142857143,0.4091666666666666,56.33761904761906,66.1879761904762,1.3521428571428569,2.011904761904762,0.19940476190476186,News & Portals,58.607877136487495,Canada,North America,8.32
salon24.pl,103167.08791208791,1616.532967032967,1.7219780219780225,89.26472527472532,97.52423076923075,1.7093406593406597,16.46153846153846,0.8443956043956049,News & Portals,58.607877136487495,Poland,East Europe,10.43
tv7dias.pt,102715.85779816513,1386.7981651376147,1.2999541284403633,92.36064220183486,94.72183486238531,1.567477064220183,12.559633027522937,1.1912385321100916,Community & Culture,6.613822145157296,Portugal,West Europe,11.98
lovepedia.net,102677.61363636363,56.93181818181818,0.015454545454545459,18.0025,25.967499999999998,0.6197727272727273,0.20454545454545456,0.10931818181818181,Community & Culture,6.613822145157296,Italy,West Europe,11.98
cronica.com.py,102668.93989071039,2124.814207650273,3.255765027322403,80.89494535519128,89.68002732240431,1.6563387978142066,17.795081967213115,0.7999999999999996,News & Portals,58.607877136487495,Paraguay,South America,53.27
guioteca.com,102647.92976588629,18247.735785953177,20.873879598662214,89.66591973244147,96.37846153846151,1.637725752508362,125.66555183946488,0.6399665551839469,News & Portals,58.607877136487495,Mexico,South America,53.27
everardoherrera.com,102293.24124513619,9799.046692607004,10.470817120622568,79.55758754863812,97.12587548638137,1.6375486381322941,80.46303501945525,0.8086381322957201,Sports,7.629427792915531,Costa Rica,South America,53.27
adshort.world,102120.0,5169.56,4.746,83.086,83.87799999999999,1.8455999999999997,10.24,0.20240000000000002,Tech & Gaming,1.9816695566014366,United States,North America,8.32
caracol.com.co,101906.81643835617,17093.630136986303,25.20964383561644,88.25317808219182,97.08408219178077,1.7109041095890403,98.18082191780822,0.5314246575342461,News & Portals,58.607877136487495,Colombia,South America,53.27
argumentopolitico.org,101405.34699453552,6679.469945355191,3.237185792349726,87.12278688524583,84.5314207650273,1.6992896174863374,66.78142076502732,0.6452459016393443,News & Portals,58.607877136487495,Mexico,South America,53.27
elwatannews.com,101399.60773480663,2717.403314917127,2.756795580110497,88.95116022099444,94.25906077348066,1.6521546961325968,16.834254143646408,0.6250276243093923,News & Portals,58.607877136487495,Egypt,Africa,1.1
elnacional.cat,100854.38732394367,1852.9788732394366,1.6526760563380278,38.36457746478871,76.7423943661972,2.115,1.676056338028169,0.08640845070422534,News & Portals,58.607877136487495,Spain,West Europe,11.98
infobae.com,100800.12786885246,19845.86557377049,20.253770491803273,89.16950819672135,96.59783606557376,1.618098360655737,217.7311475409836,0.9857704918032791,News & Portals,58.607877136487495,Uruguay,South America,53.27
soccer.ru,100217.2012987013,3997.181818181818,4.838831168831171,80.05727272727272,89.92045454545459,1.5561038961038958,7.577922077922078,0.16740259740259736,Sports,7.629427792915531,Russia,East Europe,10.43
lesiteinfo.com,99607.64347826087,659.3086956521739,1.2101304347826087,54.64000000000001,69.04939130434781,1.1636521739130439,4.934782608695652,0.38982608695652166,News & Portals,58.607877136487495,Morocco,Africa,1.1
obrazovaka.ru,99577.14285714286,36.42857142857143,0.03571428571428571,83.67285714285715,95.23857142857142,1.6185714285714285,0.14285714285714285,0.38571428571428573,Education & Careers,2.42754520683676,Russia,East Europe,10.43
correio24horas.com.br,99546.1469740634,39295.78674351585,36.04778097982709,75.5735158501441,99.1187896253602,1.7102305475504338,128.2449567723343,0.3927377521613835,News & Portals,58.607877136487495,Brazil,South America,53.27
bollywoodlife.com,99472.13653136531,3615.239852398524,4.852029520295203,70.42918819188195,84.83745387453874,1.4784132841328403,23.71217712177122,0.5671217712177121,Movies & Television,3.5670052018825857,United States,North America,8.32
bgr.in,99202.963099631,983.9188191881918,3.7797047970479714,39.929372693726926,47.0640221402214,0.7993357933579335,1.5313653136531364,0.1606273062730627,Tech & Gaming,1.9816695566014366,India,Asia,13.09
expreso.ec,98701.08670520231,3201.4624277456646,4.613757225433527,56.14959537572256,71.21809248554915,1.4897687861271678,20.595375722543352,0.3779190751445089,News & Portals,58.607877136487495,Ecuador,South America,53.27
ciao.ro,97651.45588235294,72.0,2.804852941176471,17.700294117647054,27.105661764705882,0.46977941176470595,0.33088235294117646,0.8188235294117647,Glamour,4.756006935843448,Romania,East Europe,10.43
tichyseinblick.de,96344.94158075601,7747.587628865979,7.940446735395194,77.78780068728523,91.67639175257729,1.5504467353951903,65.63573883161511,0.8735051546391752,News & Portals,58.607877136487495,Germany,West Europe,11.98
paparazzi.com.ar,96328.08661417323,2671.283464566929,1.8277952755905513,34.42913385826771,32.13228346456692,0.5707086614173228,28.984251968503937,0.5022834645669291,Glamour,4.756006935843448,Argentina,South America,53.27
ulifestyle.com.hk,95827.86206896552,3006.0689655172414,21.802758620689655,69.2451724137931,73.76689655172414,0.8186206896551724,7.586206896551724,0.14551724137931032,Leisure,0.4706465196928412,Hong Kong,Asia,13.09
uta-net.com,95767.94805194806,1984.7792207792209,1.8715584415584416,50.035194805194806,62.22103896103896,1.1140259740259741,1.6623376623376624,0.06571428571428573,Community & Culture,6.613822145157296,Japan,Asia,13.09
ecartelera.com,95723.47540983607,7078.516393442623,7.370710382513666,80.66699453551911,94.80043715846999,1.6842622950819615,61.51092896174863,0.9656284153005471,Movies & Television,3.5670052018825857,Spain,West Europe,11.98
diariodocentrodomundo.com.br,95225.2625,16576.859375,21.710093749999984,79.42315625,98.57728125000001,1.6670312499999984,31.00625,0.23171875000000006,News & Portals,58.607877136487495,Brazil,South America,53.27
dorzeczy.pl,94656.78470254957,3882.682719546742,4.540424929178467,91.439461756374,95.38407932011332,1.6809915014164323,13.294617563739378,0.3794050991501416,News & Portals,58.607877136487495,Poland,East Europe,10.43
gazetadopovo.com.br,94386.2511627907,13623.488372093023,15.439348837209305,84.0560465116279,98.0602790697674,1.7432093023255804,27.348837209302324,0.2650697674418604,News & Portals,58.607877136487495,Brazil,South America,53.27
mhoninoticias.com,94363.81147540984,16109.969945355191,17.45338797814208,88.73980874316938,96.12855191256835,1.575491803278689,281.275956284153,1.4405737704918034,News & Portals,58.607877136487495,Mexico,South America,53.27
fmdos.cl,94157.28961748634,13379.625683060109,13.469316939890708,86.23551912568313,98.58346994535526,1.5684972677595599,154.2295081967213,1.063825136612023,Glamour,4.756006935843448,Chile,South America,53.27
india.com,93152.52747252748,6963.9047619047615,7.472783882783882,70.33941391941391,84.35915750915754,1.4393040293040287,29.44322344322344,0.45750915750915755,News & Portals,58.607877136487495,United States,North America,8.32
epapergujaratsamachar.com,92565.25806451614,351.61290322580646,0.3961290322580645,79.78548387096775,99.91322580645162,1.9006451612903221,0.5806451612903226,0.16,News & Portals,58.607877136487495,India,Asia,13.09
superela.com,92125.54098360655,15467.93169398907,16.261366120218575,91.04732240437154,98.96920765027312,1.5957103825136547,126.21584699453553,0.7926775956284153,Glamour,4.756006935843448,Brazil,South America,53.27
juksy.com,92115.13953488372,4003.6434108527133,7.935348837209303,80.88496124031008,98.30899224806203,1.836589147286822,7.9147286821705425,0.19798449612403096,Glamour,4.756006935843448,Taiwan,Asia,13.09
wradio.com.co,91609.9945054945,12444.013736263736,15.89260989010988,88.7725274725275,96.25101648351644,1.7320054945054921,73.53296703296704,0.590439560439561,News & Portals,58.607877136487495,Colombia,South America,53.27
dagens.dk,91104.31896551725,6998.318965517241,5.104655172413789,84.85043103448278,93.10405172413793,1.4994827586206894,45.060344827586206,0.5184482758620689,News & Portals,58.607877136487495,Denmark,West Europe,11.98
pagina7.cl,90967.80327868853,22162.112021857924,23.586366120218592,81.31620218579233,94.74934426229511,1.510409836065569,261.1912568306011,0.9913387978142074,News & Portals,58.607877136487495,Chile,South America,53.27
ole.com.ar,90741.0,8216.807692307691,8.19076923076923,73.7003846153846,75.8003846153846,1.5546153846153847,19.5,0.2623076923076923,Sports,7.629427792915531,Spain,West Europe,11.98
game-debate.com,90183.63636363637,3829.4545454545455,3.1181818181818177,57.78999999999999,71.19636363636364,1.0818181818181818,8.090909090909092,0.16818181818181818,Tech & Gaming,1.9816695566014366,United States,North America,8.32
ciudad.com.ar,89412.30529595015,1843.4953271028037,2.948442367601246,83.92383177570092,93.60744548286605,1.7374143302180687,9.545171339563863,0.5653271028037384,News & Portals,58.607877136487495,Uruguay,South America,53.27
lacuerda.net,88986.97033898305,36664.686440677964,34.80991525423731,73.70822033898305,86.47652542372877,1.6259322033898307,201.1864406779661,0.435720338983051,Music & Radio,5.622987366856576,Mexico,South America,53.27
plantaoenfoco.com.br,88946.50877192983,4347.561403508772,5.0143859649122815,87.37263157894738,96.65087719298246,1.4985964912280703,12.421052631578947,0.24491228070175436,News & Portals,58.607877136487495,Brazil,South America,53.27
diariodepernambuco.com.br,88688.24590163934,15035.0956284153,21.482076502732262,83.42229508196723,98.77193989071039,1.6426229508196688,86.70218579234972,0.7707923497267763,News & Portals,58.607877136487495,Brazil,South America,53.27
dhnet.be,88347.46762589928,18199.54676258993,21.377913669064743,87.32226618705042,96.225071942446,1.5748920863309328,72.03237410071942,0.44568345323741,Sports,7.629427792915531,Belgium,West Europe,11.98
superluchas.com,88227.93093922651,11477.842541436465,15.052707182320445,74.45839779005523,89.47223756906071,1.4974585635359123,49.42817679558011,0.382817679558011,Sports,7.629427792915531,Mexico,South America,53.27
diariouno.com.ar,87549.61023622047,2771.4921259842517,6.649370078740159,83.66035433070869,92.18519685039372,1.7369685039370086,18.30708661417323,0.5081496062992128,News & Portals,58.607877136487495,Argentina,South America,53.27
superesportes.com.br,87532.4918032787,37652.543715846994,33.92803278688523,79.5193169398908,99.6230327868853,1.6255737704917994,144.05191256830602,0.37019125683060095,Sports,7.629427792915531,Brazil,South America,53.27
fotech.cl,87269.77049180328,5675.7786885245905,6.347868852459015,82.39057377049184,96.71174863387978,1.557267759562835,54.85245901639344,0.9398907103825134,Movies & Television,3.5670052018825857,Chile,South America,53.27
inforuss.info,85713.18181818182,65.72727272727273,0.07181818181818182,96.25909090909092,99.46545454545453,1.621818181818182,0.45454545454545453,0.5945454545454546,News & Portals,58.607877136487495,Russia,East Europe,10.43
historyplay.tv,85569.20385674931,10543.071625344353,13.524242424242402,81.37685950413221,96.85101928374654,1.6101377410468278,62.09641873278237,0.6570523415977962,News & Portals,58.607877136487495,Mexico,South America,53.27
tune.pk,85166.77528089887,4523.224719101124,3.5587640449438203,64.75455056179776,79.12033707865167,1.449438202247191,45.40449438202247,1.3842134831460677,Tech & Gaming,1.9816695566014366,Qatar,Arabia,1.55
stream2watch.ws,84833.3698630137,9573.054794520547,2.577397260273972,22.47684931506849,27.66013698630137,0.56,47.38356164383562,0.11931506849315072,Movies & Television,3.5670052018825857,Canada,North America,8.32
nuevamujer.com,84758.92250922509,9799.811808118082,15.056236162361618,72.9988560885609,92.97597785977858,1.6860147601475999,52.81918819188192,0.36730627306273067,Glamour,4.756006935843448,Mexico,South America,53.27
fortnitetracker.com,84351.36170212766,11632.31914893617,7.978085106382979,47.21446808510638,66.09287234042554,1.252234042553191,10.638297872340425,0.08574468085106382,Tech & Gaming,1.9816695566014366,United States,North America,8.32
unoentrerios.com.ar,84338.69039145908,1339.4733096085408,1.7354448398576503,85.18451957295369,94.00441281138785,1.6432740213523096,12.00355871886121,0.8444839857651244,News & Portals,58.607877136487495,Argentina,South America,53.27
go4it.ro,83457.67625899281,2441.31654676259,2.593309352517986,83.04460431654675,95.43028776978416,1.5311510791366905,16.158273381294965,0.6323741007194247,Tech & Gaming,1.9816695566014366,Romania,East Europe,10.43
elsiglo.com.pa,83246.92307692308,15450.0625,19.38514423076923,90.66206730769228,95.98413461538462,1.591778846153845,42.76923076923077,0.36423076923076947,News & Portals,58.607877136487495,Panama,South America,53.27
periodicocentral.mx,83026.39481268011,8641.907780979827,12.262564841498556,87.78870317002882,97.75155619596546,1.5696829971181534,90.56484149855908,1.0253314121037462,News & Portals,58.607877136487495,Mexico,South America,53.27
xeu.mx,83010.98633879781,6068.0,7.774344262295088,83.61978142076504,95.41098360655727,1.6181420765027297,8.081967213114755,0.14398907103825134,News & Portals,58.607877136487495,Mexico,South America,53.27
goal.com,82831.3306010929,34148.35519125683,43.08767759562843,83.8125409836066,99.358087431694,1.6652732240437096,70.27322404371584,0.20349726775956284,Sports,7.629427792915531,Brazil,South America,53.27
der-betze-brennt.de,82330.76687116564,8478.110429447852,8.201901840490798,60.277914110429435,77.48466257668711,1.2733435582822084,11.39877300613497,0.10500000000000001,Sports,7.629427792915531,Germany,West Europe,11.98
datachaco.com,81869.08333333333,3795.0833333333335,4.501666666666668,91.61333333333334,74.67416666666666,1.5,25.583333333333332,0.7166666666666667,News & Portals,58.607877136487495,Argentina,South America,53.27
lahora.com.ec,81282.02127659574,4218.198581560284,5.348971631205675,89.2084042553191,91.71138297872344,1.9193262411347514,29.04609929078014,0.7573758865248226,News & Portals,58.607877136487495,Ecuador,South America,53.27
lanetanoticias.com,81045.58169934641,13575.607843137255,16.875686274509803,92.10232026143794,98.42176470588227,1.5744771241830045,128.3921568627451,1.3710130718954252,News & Portals,58.607877136487495,Mexico,South America,53.27
newindianexpress.com,80994.85714285714,3041.9507389162563,8.946206896551724,77.17743842364533,88.99640394088672,1.5719211822660093,10.369458128078819,0.2913300492610837,News & Portals,58.607877136487495,United Kingdom,West Europe,11.98
