Cluster,Subcluster,Domain,Format Loads,Impressions,Format Fill Rate,Viewability Rate,Efficiency Rate,CPM,Clicks,CTR,Category,Country,Geographical zone
1,1,anderlecht-online.be,50767.54,5331.4,10.7,80.55,98.71,1.63,32.73,0.69,News & Portals,Belgium,West Europe
1,1,lavozdelsur.es,50611.85,2814.62,5.35,86.47,88.58,1.47,15.21,0.44,News & Portals,Spain,West Europe
1,1,twasul.info,50422.19,756.78,1.58,87.57,87.92,1.59,4.61,0.68,News & Portals,Saudi Arabia,Arabia
1,1,vipflash.de,50268.72,592.49,3.33,83.84,99.86,1.67,4.07,1.0,News & Portals,Germany,West Europe
1,1,bangkokpost.com,49941.04,3605.17,17.15,78.7,88.22,1.31,30.15,0.71,News & Portals,Thailand,Asia
1,1,boxofficeindia.com,49296.64,1556.87,3.51,78.11,97.88,1.62,4.46,0.25,News & Portals,India,Asia
1,1,thequint.com,49189.19,4873.26,11.18,53.85,61.27,1.05,24.62,0.32,News & Portals,Kuwait,Arabia
1,1,konkurent.ru,48757.19,4456.92,19.59,44.9,58.47,0.92,16.19,0.32,News & Portals,Russia,East Europe
1,1,ensegundos.do,48362.68,12274.87,38.49,88.48,97.7,1.64,53.61,0.43,News & Portals,United States,North America
1,1,wprost.pl,48327.73,3622.44,6.21,70.76,78.56,1.48,12.32,0.31,News & Portals,Poland,East Europe
1,1,febrayer.com,47053.95,372.83,1.01,90.53,97.88,1.62,2.46,0.8,News & Portals,Morocco,Africa
1,1,akhbarona.com,46865.0,4.0,0.01,60.0,60.0,1.04,0.0,0.0,News & Portals,Morocco,Africa
1,1,tygodnikpodhalanski.pl,46017.19,1009.14,2.55,83.04,98.29,1.71,10.7,0.99,News & Portals,Poland,East Europe
1,1,gnewsline.com,43372.64,37510.3,42.43,65.28,77.85,1.47,1.64,0.04,News & Portals,United States,North America
1,1,heidelberg24.de,41979.6,1841.7,3.64,84.69,92.6,1.62,25.7,0.97,News & Portals,Germany,West Europe
1,1,elheraldo.hn,41835.37,2275.97,6.03,78.25,92.31,1.67,12.23,0.51,News & Portals,Spain,West Europe
1,1,kutno.net.pl,41040.92,836.2,2.06,87.42,99.86,1.56,3.96,0.64,News & Portals,Poland,East Europe
1,1,elcalce.com,40231.37,16182.88,50.05,90.78,97.12,1.67,111.04,0.65,News & Portals,United States,North America
1,1,dir.bg,40111.01,212.41,0.07,13.03,13.68,0.3,0.41,0.03,News & Portals,Bulgaria,East Europe
1,1,cndreams.com,40073.31,1312.45,3.36,75.03,98.64,1.59,2.69,0.21,News & Portals,Canada,North America
1,1,theprint.in,39890.75,1256.29,1.24,36.48,40.57,0.77,3.5,0.13,News & Portals,India,Asia
1,1,slunecnice.cz,39648.21,4972.17,12.7,80.19,97.3,1.58,13.99,0.37,News & Portals,Czech Republic,East Europe
1,1,tinthethao.com.vn,39233.75,2435.73,4.11,83.71,93.7,1.63,12.01,0.23,News & Portals,Vietnam,Asia
1,1,dienanh.net,38428.0,641.19,1.06,92.42,94.48,1.71,0.8,0.12,News & Portals,Vietnam,Asia
1,1,lalibre.be,37673.18,7249.66,23.46,87.8,97.4,1.59,29.88,0.49,News & Portals,Belgium,West Europe
1,1,bldaily.com,37063.07,13060.34,8.42,15.39,20.05,0.34,198.14,0.23,News & Portals,China,Asia
1,1,mannheim24.de,36432.3,3305.18,13.35,76.0,87.71,1.42,15.04,0.4,News & Portals,Germany,West Europe
1,1,truthdig.com,35486.44,11598.75,25.96,83.07,96.61,1.74,80.26,0.68,News & Portals,United States,North America
1,1,thehindubusinessline.com,35243.86,4412.08,26.4,63.72,80.13,1.42,8.95,0.22,News & Portals,India,Asia
1,1,kannadaprabha.com,35148.62,1451.92,9.38,86.0,95.25,1.92,2.55,0.14,News & Portals,United Arab Emirates,Arabia
1,1,limanowa.in,35026.37,1068.2,1.94,57.58,58.0,1.09,13.41,0.48,News & Portals,Poland,East Europe
1,1,eltiempo.com,34175.99,44277.47,112.28,91.27,94.85,1.64,221.24,0.72,News & Portals,United States,North America
1,1,iol.pt,33838.88,1902.12,14.88,68.73,78.82,0.8,15.88,0.84,News & Portals,France,West Europe
1,1,unian.net,33472.26,8267.49,19.71,86.07,97.01,1.64,43.59,0.34,News & Portals,Russia,East Europe
1,1,wallstreet-online.de,33471.54,12411.81,21.52,72.56,93.09,1.45,28.84,0.24,News & Portals,United States,North America
1,1,ibtimes.co.in,32858.7,45797.86,41.82,42.25,48.0,1.03,0.84,0.01,News & Portals,United States,North America
1,1,24timezones.com,32837.16,4485.69,12.35,75.43,94.86,1.59,13.56,0.32,News & Portals,United States,North America
1,1,stahuj.cz,32621.15,1686.3,4.41,63.14,79.6,1.23,4.01,0.21,News & Portals,Czech Republic,East Europe
1,1,boxun.com,30860.39,6619.3,20.89,78.18,97.54,1.68,19.64,0.31,News & Portals,United States,North America
1,1,thebl.com,30670.67,12351.34,23.63,55.56,63.56,1.05,117.85,0.51,News & Portals,United States,North America
1,1,beautifulnara.com,30190.34,1788.85,7.9,80.55,98.41,1.6,18.62,0.89,News & Portals,Malaysia,Asia
1,1,rawicz24.pl,28935.84,508.35,1.94,85.18,96.12,1.53,5.49,1.04,News & Portals,Poland,East Europe
1,1,newsland.com,28841.84,1768.28,6.81,84.58,97.9,1.61,2.92,0.24,News & Portals,Russia,East Europe
1,1,teepr.com,28172.54,6658.98,12.71,73.68,95.96,1.74,17.96,0.17,News & Portals,Taiwan,Asia
1,1,debica24.eu,27831.54,568.15,2.54,88.34,97.7,1.57,5.69,0.91,News & Portals,Poland,East Europe
1,1,dinamani.com,27605.92,1343.53,8.92,85.31,94.98,1.72,5.32,0.34,News & Portals,United Arab Emirates,Arabia
1,1,diariopatriota.com,27464.13,1604.32,7.13,78.73,90.68,1.55,9.14,0.46,News & Portals,Spain,West Europe
1,1,inquirer.net,26418.67,3601.73,10.7,80.89,89.22,1.55,17.84,0.45,News & Portals,Australia,Australia
1,1,pplomo.com,25594.48,658.98,2.91,92.07,98.01,1.67,5.45,0.76,News & Portals,Taiwan,Asia
1,1,lanaciondigital.es,25374.5,1745.72,7.14,76.78,81.02,1.54,8.69,0.36,News & Portals,Spain,West Europe
1,1,paraeles.pt,25275.32,9.43,0.04,71.6,75.08,1.46,0.1,0.76,News & Portals,Portugal,West Europe
1,1,maxpark.com,25252.91,1637.87,7.26,81.51,96.61,1.59,4.16,0.31,News & Portals,Russia,East Europe
1,1,kuwaitlocal.com,25091.88,10.62,0.04,76.81,86.64,1.53,0.12,1.79,News & Portals,Kuwait,Arabia
1,1,ac24.cz,24757.72,2033.26,5.64,85.84,98.41,1.56,13.85,0.67,News & Portals,Czech Republic,East Europe
1,1,nownews.com,24639.38,1430.0,9.24,73.6,89.31,1.58,9.64,0.34,News & Portals,Taiwan,Asia
1,1,mediafax.ro,24508.96,1518.04,6.67,83.49,92.78,1.47,5.15,0.59,News & Portals,Romania,East Europe
1,1,electomania.es,23923.94,1760.61,3.0,30.72,37.27,0.95,4.46,0.1,News & Portals,Spain,West Europe
1,1,komica.org,23846.25,1188.66,5.02,62.79,99.37,1.95,5.15,0.45,News & Portals,Taiwan,Asia
1,1,losreplicantes.com,23757.93,4362.7,17.84,86.27,96.53,1.66,42.08,0.89,News & Portals,Spain,West Europe
1,1,jarocinska.pl,23306.74,507.57,2.32,84.24,91.7,1.5,4.86,0.81,News & Portals,Poland,East Europe
1,1,channel-korea.com,23279.63,5393.65,24.05,87.56,98.72,1.65,17.56,0.23,News & Portals,United States,North America
1,1,qaru.site,22771.09,5584.75,4.34,26.21,35.19,0.64,6.51,0.09,News & Portals,Russia,East Europe
1,1,clm24.es,21550.31,9180.0,23.47,60.49,64.52,1.17,31.83,0.25,News & Portals,Spain,West Europe
1,1,zona-militar.com,21442.74,435.05,1.48,61.13,73.39,1.42,3.21,0.62,News & Portals,Belgium,West Europe
1,1,elplural.com,21079.76,12237.74,59.74,90.58,97.47,1.87,49.32,0.4,News & Portals,Spain,West Europe
1,1,factsherald.com,20991.16,616.9,2.3,71.92,75.1,1.79,0.05,0.01,News & Portals,United States,North America
1,1,udayavani.com,20875.65,51.39,0.24,87.4,96.32,1.76,0.52,1.35,News & Portals,India,Asia
1,1,xcatalunya.cat,20551.0,747.37,3.92,90.18,92.21,2.06,14.53,1.89,News & Portals,Spain,West Europe
1,1,elmundo.es,20220.81,2125.87,13.72,78.17,88.94,1.7,3.25,0.2,News & Portals,United Kingdom,West Europe
1,1,bezprawnik.pl,20050.66,1268.82,2.55,27.78,38.5,0.62,17.28,0.36,News & Portals,Poland,East Europe
1,2,youm7.com,992087.95,11080.76,1.14,61.26,91.52,1.73,48.46,0.4,News & Portals,Egypt,Africa
1,2,chinatimes.com,990576.14,188611.01,19.54,90.05,99.14,1.8,1311.98,0.79,News & Portals,Taiwan,Asia
1,2,rediff.com,915541.39,86602.12,14.86,77.82,98.19,1.74,331.73,0.37,News & Portals,India,Asia
1,2,stiripesurse.ro,842081.28,22125.53,4.47,76.1,86.22,1.48,147.26,0.54,News & Portals,Romania,East Europe
1,3,dziennikwschodni.pl,459106.43,7518.82,1.84,82.37,97.51,1.56,163.45,2.32,News & Portals,Poland,East Europe
1,3,kompas.com,403474.57,25840.59,19.48,66.51,89.5,1.62,142.89,0.5,News & Portals,Spain,West Europe
1,3,tempo.co,393283.77,7788.1,2.17,78.12,95.52,1.81,65.76,0.59,News & Portals,Indonesia,Asia
1,3,gulfnews.com,374091.58,59818.05,32.27,77.78,87.13,1.7,427.52,0.58,News & Portals,United Arab Emirates,Arabia
1,3,elespanol.com,358047.35,38324.63,11.91,81.79,96.89,1.68,202.77,0.54,News & Portals,Spain,West Europe
1,3,tribunnews.com,352676.38,6641.24,10.86,74.0,91.88,1.65,80.85,0.92,News & Portals,Indonesia,Asia
1,3,mundohispanico.com,343385.17,203967.16,63.2,84.03,97.46,1.66,1460.67,0.76,News & Portals,United States,North America
1,3,mendozapost.com,327359.65,6334.65,0.8,82.12,79.31,1.33,83.74,1.36,News & Portals,Spain,West Europe
1,3,lebanondebate.com,300153.55,4356.07,0.94,40.56,56.63,0.99,34.48,0.42,News & Portals,Lebanon,Arabia
1,3,dainikamadershomoy.com,290137.99,5191.03,1.92,85.36,97.92,1.67,21.37,0.4,News & Portals,Bangladesh,Asia
1,3,urdupoint.com,271875.04,10375.51,8.07,77.63,82.09,1.69,61.19,0.52,News & Portals,Pakistan,Asia
1,3,hmetro.com.my,262733.54,18156.34,7.37,87.37,96.95,1.56,117.06,1.04,News & Portals,Malaysia,Asia
1,3,theitaliantimes.it,256086.44,12805.25,7.43,87.15,97.54,1.69,54.69,0.35,News & Portals,Italy,West Europe
1,3,botasot.info,242520.22,1771.51,0.29,35.38,38.19,0.66,18.54,0.39,News & Portals,Albania,East Europe
1,3,hk01.com,233200.37,18461.7,18.95,82.05,93.43,1.51,117.51,0.67,News & Portals,Taiwan,Asia
1,3,clarin.com,231418.08,21914.73,9.28,80.18,77.47,1.56,94.96,0.6,News & Portals,Spain,West Europe
1,4,missyusa.com,1732798.15,124798.83,10.81,78.07,98.47,1.71,98.44,0.07,News & Portals,United States,North America
1,5,lebanon24.com,219605.01,7020.82,3.36,87.15,96.55,1.67,61.03,0.88,News & Portals,Lebanon,Arabia
1,5,trendingpolitics.com,201977.0,3274.0,1.48,60.94,60.28,0.87,38.17,0.72,News & Portals,United States,North America
1,5,indiatoday.in,198954.48,10224.86,12.84,68.44,78.45,1.27,81.41,0.33,News & Portals,India,Asia
1,5,metro.pr,192961.7,34416.34,23.64,78.04,91.67,1.8,308.07,0.96,News & Portals,United States,North America
1,5,tienphong.vn,191667.77,4844.06,1.13,38.27,41.74,0.87,19.29,0.2,News & Portals,Vietnam,Asia
1,5,soundofhope.org,190944.94,13779.6,6.15,92.73,98.6,1.79,71.73,0.62,News & Portals,Taiwan,Asia
1,5,bharian.com.my,184769.24,22661.79,12.35,85.52,96.66,1.55,147.73,1.33,News & Portals,Malaysia,Asia
1,5,kompasiana.com,176183.07,6001.54,12.16,58.7,77.89,1.55,28.87,0.43,News & Portals,Indonesia,Asia
1,5,samakal.com,173578.03,3349.63,2.06,85.46,97.49,1.68,16.48,0.48,News & Portals,Bangladesh,Asia
1,5,parttime.hk,173279.11,1709.55,0.82,76.66,83.94,1.74,3.89,0.27,News & Portals,Hong Kong,Asia
1,5,wykop.pl,171826.38,5468.09,2.19,35.29,43.41,0.76,19.12,0.26,News & Portals,China,Asia
1,5,vov.vn,163686.3,3849.38,2.42,82.37,93.59,2.12,10.97,0.31,News & Portals,Vietnam,Asia
1,5,anandabazar.com,155805.07,21441.59,32.53,84.95,97.96,1.74,40.61,0.16,News & Portals,United States,North America
1,5,forum24.cz,154995.61,1995.69,1.81,68.13,75.42,1.27,23.18,0.49,News & Portals,Czech Republic,East Europe
1,5,nawaret.com,149014.04,8658.99,6.2,85.2,93.16,1.57,96.68,1.2,News & Portals,Egypt,Africa
1,5,trud.com,143133.59,1273.35,0.84,77.87,84.57,1.59,8.1,1.14,News & Portals,Russia,East Europe
1,5,janamtv.com,142034.33,2618.04,1.93,87.79,97.15,1.7,16.97,0.65,News & Portals,India,Asia
1,5,kolkata24x7.com,139831.33,1005.0,0.71,90.06,65.86,1.82,2.67,0.32,News & Portals,India,Asia
1,5,malaymail.com,138156.86,23505.53,17.32,84.07,97.9,1.62,311.4,1.51,News & Portals,Malaysia,Asia
1,5,paruvendu.fr,132805.56,21499.48,13.86,83.96,98.64,1.59,158.51,0.94,News & Portals,France,West Europe
1,5,tpi.it,131885.82,186.12,1.49,26.26,29.98,0.49,1.47,0.4,News & Portals,Italy,West Europe
1,5,ichacha.net,129606.57,24072.64,18.24,66.8,95.4,1.67,35.14,0.12,News & Portals,Taiwan,Asia
1,5,twojenowinki.pl,128448.64,4011.34,4.24,92.41,99.04,1.72,44.88,1.18,News & Portals,Poland,East Europe
1,5,pudhari.co.in,127656.67,23.03,0.02,78.52,93.69,2.03,0.06,0.23,News & Portals,India,Asia
1,5,lavozdealmeria.com,127121.87,15997.11,14.42,86.66,97.16,1.59,218.15,1.28,News & Portals,Spain,West Europe
1,5,deccanherald.com,126733.54,4651.79,6.46,83.75,89.91,1.81,14.42,0.29,News & Portals,China,Asia
1,5,otopress.pl,122489.32,8823.2,5.39,64.24,76.83,1.21,82.15,0.69,News & Portals,Poland,East Europe
1,5,columnacero.com,122444.98,8501.69,5.32,61.17,66.69,1.33,37.87,0.35,News & Portals,Spain,West Europe
1,5,lepoint.fr,121572.4,8096.25,7.4,76.27,96.7,1.56,27.09,0.38,News & Portals,France,West Europe
1,5,corriere.it,121549.87,25942.76,22.73,74.88,98.97,1.75,66.97,0.26,News & Portals,United States,North America
1,5,thairath.co.th,118281.31,21724.4,21.89,86.81,94.46,1.74,60.15,0.63,News & Portals,Thailand,Asia
1,5,diario16.com,117442.4,16256.9,16.25,80.34,86.99,1.56,106.26,0.53,News & Portals,Spain,West Europe
1,5,nordkurier.de,113917.28,19782.49,18.74,78.45,92.9,1.48,126.79,0.62,News & Portals,Germany,West Europe
1,5,sandesh.com,113213.13,3445.74,2.97,88.54,96.89,1.83,8.98,0.25,News & Portals,India,Asia
1,5,epapervijayavani.in,110055.68,161.68,0.14,84.9,99.67,1.76,0.5,0.26,News & Portals,India,Asia
1,5,aastocks.com,108441.25,9312.98,12.38,58.33,88.26,1.46,10.86,0.2,News & Portals,Hong Kong,Asia
1,5,dailynayadiganta.com,106077.46,270.62,0.08,24.43,27.92,0.45,0.99,0.08,News & Portals,Bangladesh,Asia
1,5,westca.com,103570.26,585.79,0.41,56.34,66.19,1.35,2.01,0.2,News & Portals,Canada,North America
1,5,salon24.pl,103167.09,1616.53,1.72,89.26,97.52,1.71,16.46,0.84,News & Portals,Poland,East Europe
1,5,elwatannews.com,101399.61,2717.4,2.76,88.95,94.26,1.65,16.83,0.63,News & Portals,Egypt,Africa
1,5,elnacional.cat,100854.39,1852.98,1.65,38.36,76.74,2.12,1.68,0.09,News & Portals,Spain,West Europe
1,5,lesiteinfo.com,99607.64,659.31,1.21,54.64,69.05,1.16,4.93,0.39,News & Portals,Morocco,Africa
1,5,tichyseinblick.de,96344.94,7747.59,7.94,77.79,91.68,1.55,65.64,0.87,News & Portals,Germany,West Europe
1,5,dorzeczy.pl,94656.78,3882.68,4.54,91.44,95.38,1.68,13.29,0.38,News & Portals,Poland,East Europe
1,5,india.com,93152.53,6963.9,7.47,70.34,84.36,1.44,29.44,0.46,News & Portals,United States,North America
1,5,epapergujaratsamachar.com,92565.26,351.61,0.4,79.79,99.91,1.9,0.58,0.16,News & Portals,India,Asia
1,5,dagens.dk,91104.32,6998.32,5.1,84.85,93.1,1.5,45.06,0.52,News & Portals,Denmark,West Europe
1,6,huffingtonpost.es,722822.39,125441.87,21.77,87.99,98.57,1.48,1667.39,1.1,News & Portals,Spain,West Europe
1,6,lebanonfiles.com,658081.28,2777.19,0.43,68.72,87.36,1.73,16.36,0.53,News & Portals,Lebanon,Arabia
1,6,ask.fm,613391.89,7281.68,1.27,62.22,89.87,1.8,4.36,0.07,News & Portals,Egypt,Africa
1,6,jugantor.com,612970.04,14674.57,2.46,86.13,98.1,1.75,46.82,0.33,News & Portals,Bangladesh,Asia
1,6,tayyar.org,608149.01,12721.07,2.15,82.57,97.38,1.7,110.84,0.91,News & Portals,Lebanon,Arabia
1,6,planet.fr,599581.2,7199.47,14.22,70.93,85.71,1.08,62.93,0.65,News & Portals,France,West Europe
1,6,pikio.pl,545515.45,39846.9,3.78,45.02,55.01,0.86,316.36,0.4,News & Portals,Poland,East Europe
1,6,discuss.com.hk,514596.89,21237.54,3.6,66.38,89.79,1.7,76.46,0.23,News & Portals,Hong Kong,Asia
