Domain,Format Loads,Impressions,Format Fill Rate,Viewability Rate,Efficiency Rate,CPM,Clicks,CTR,Category,Category importance,Country,Geographical zone,Geographical zone importance,Cluster
pudhari.co.in,127656.66666666669,23.03030303030303,0.016969696969696982,78.51606060606059,93.6869696969697,2.0336363636363632,0.060606060606060615,0.2281818181818181,News & Portals,58.6078771364875,India,Asia,13.09,1
lolchess.gg,127494.65853658535,14581.390243902439,11.671219512195124,75.01243902439023,97.82560975609756,1.6782926829268292,20.536585365853654,0.1324390243902439,Tech & Gaming,1.9816695566014368,United States,North America,8.32,3
solonoticias.com,127356.9417475728,7633.045307443365,6.741682847896443,84.20967637540453,89.25530744336572,1.6876051779935264,123.41100323624596,1.5381553398058254,News & Portals,58.6078771364875,El Salvador,South America,53.27,2
telediario.mx,127233.72093023256,13439.627906976742,12.069302325581395,86.71348837209301,95.13976744186044,1.9116279069767443,111.72093023255816,0.9069767441860468,Movies & Television,3.5670052018825857,Mexico,South America,53.27,4
lavozdealmeria.com,127121.87096774195,15997.109677419356,14.415999999999999,86.65896774193544,97.1556774193548,1.5929032258064522,218.15483870967742,1.2847741935483874,News & Portals,58.6078771364875,Spain,West Europe,11.98,1
deccanherald.com,126733.54212454213,4651.791208791209,6.461208791208789,83.75234432234433,89.90754578754581,1.8104029304029303,14.421245421245422,0.29311355311355297,News & Portals,58.6078771364875,China,Asia,13.09,1
midianews.com.br,126507.09302325582,40990.08139534884,30.85965116279069,82.81209302325581,93.46744186046507,1.6994186046511626,146.1860465116279,0.3844186046511629,News & Portals,58.6078771364875,Brazil,South America,53.27,2
vanguardia.com.mx,125920.90909090909,7907.254545454544,6.266,80.66472727272728,86.25981818181818,1.4530909090909094,79.56363636363636,1.1236363636363638,News & Portals,58.6078771364875,Mexico,South America,53.27,2
correioweb.com.br,124607.7522123894,12869.533923303832,11.5105604719764,63.141032448377636,98.53023598820059,1.7282300884955732,45.259587020648965,0.4426548672566371,News & Portals,58.6078771364875,Brazil,South America,53.27,2
santabanta.com,123211.87931034484,2692.382183908046,1.830344827586208,68.46925287356318,79.28954022988499,1.5064367816091953,13.859195402298848,0.4050287356321836,Community & Culture,6.613822145157296,India,Asia,13.09,3
gry-online.pl,123189.42857142855,271.85714285714283,14.457142857142856,81.90142857142857,93.73,1.4085714285714286,0.2857142857142857,0.048571428571428564,Tech & Gaming,1.9816695566014368,Poland,East Europe,10.43,3
gazzetta.it,122623.75409836065,34750.948087431694,26.931420765027337,66.00857923497269,99.27806010928964,1.7434426229508235,112.75683060109291,0.3301639344262293,Sports,7.629427792915531,United States,North America,8.32,3
otopress.pl,122489.32417582418,8823.20054945055,5.3929945054945065,64.2361538461538,76.82552197802198,1.2065659340659318,82.14560439560441,0.6948901098901096,News & Portals,58.6078771364875,Poland,East Europe,10.43,1
columnacero.com,122444.9831081081,8501.692567567568,5.319662162162159,61.16668918918918,66.69233108108108,1.3303716216216224,37.87162162162162,0.35445945945945945,News & Portals,58.6078771364875,Spain,West Europe,11.98,1
waves.com.br,122084.575,915.925,0.7709999999999999,83.21574999999999,78.72149999999998,1.5720000000000005,2.125,0.18925,News & Portals,58.6078771364875,Brazil,South America,53.27,2
lepoint.fr,121572.4,8096.253333333332,7.400666666666666,76.26813333333331,96.69746666666668,1.560400000000001,27.086666666666666,0.3764666666666667,News & Portals,58.6078771364875,France,West Europe,11.98,1
corriere.it,121549.87431693991,25942.762295081968,22.72896174863387,74.87759562841535,98.9694535519126,1.7509562841530075,66.96994535519126,0.2637704918032785,News & Portals,58.6078771364875,United States,North America,8.32,1
ilustrado.cl,120981.4542936288,16050.919667590028,10.895844875346254,73.36756232686982,81.73534626038779,1.2795290858725736,172.54847645429362,0.8665096952908584,News & Portals,58.6078771364875,Chile,South America,53.27,2
pueblaenlinea.com,118435.78142076502,2900.524590163934,3.1337431693989086,85.6515846994536,93.7719125683061,1.6234699453551893,35.079234972677604,1.3293715846994538,News & Portals,58.6078771364875,Mexico,South America,53.27,2
thairath.co.th,118281.30666666669,21724.4,21.88826666666667,86.81373333333335,94.46440000000004,1.7394666666666667,60.14666666666667,0.6305333333333334,News & Portals,58.6078771364875,Thailand,Asia,13.09,1
folhamax.com,118153.53551912568,22826.213114754097,32.25937158469945,81.8800819672132,98.97950819672121,1.7337431693989045,45.024590163934434,0.2664480874316939,News & Portals,58.6078771364875,Brazil,South America,53.27,2
indiaglitz.com,117863.4,21020.4,17.277555555555555,82.10666666666668,95.21066666666664,1.6255555555555554,196.7888888888889,0.8645555555555556,Movies & Television,3.5670052018825857,India,Asia,13.09,3
stoppapressarna.se,117692.1724137931,18212.0,12.027198275862073,77.82814655172416,87.16999999999996,1.4537931034482745,125.47844827586206,0.7653448275862071,Movies & Television,3.5670052018825857,Sweden,West Europe,11.98,3
chvnoticias.cl,117588.06211180125,20572.211180124224,18.333229813664587,89.88490683229817,98.96732919254654,1.5213664596273284,281.6024844720497,1.348198757763974,News & Portals,58.6078771364875,Chile,South America,53.27,2
diario16.com,117442.4,16256.898591549298,16.245070422535232,80.33611267605636,86.99284507042256,1.5595211267605604,106.256338028169,0.5308169014084511,News & Portals,58.6078771364875,Spain,West Europe,11.98,1
cuentosparadormir.com,117210.70194986073,6578.727019498609,6.741587743732588,61.33793871866296,95.3707242339834,1.603064066852361,55.67130919220057,0.9051253481894144,Education & Careers,2.4275452068367596,Mexico,South America,53.27,4
moneytimes.com.br,116791.25,9839.875,8.160000000000002,57.10333333333333,87.32041666666667,1.7620833333333337,2.458333333333333,0.02500000000000001,Money & Investing,1.189001733960862,Brazil,South America,53.27,4
planetminecraft.com,116369.875,13559.0,9.75625,62.11625,81.51124999999998,1.52625,10.125,0.07375,Tech & Gaming,1.9816695566014368,United States,North America,8.32,3
miamidiario.com,115714.18404907975,10677.638036809816,10.333527607361964,81.14806748466259,91.98469325153371,1.6109815950920234,96.8558282208589,1.1769018404907978,News & Portals,58.6078771364875,Venezuela,South America,53.27,2
bles.com,115273.35,13933.53,11.809,76.90559999999995,84.21149999999997,1.5442999999999998,193.64,1.1521,News & Portals,58.6078771364875,Argentina,South America,53.27,2
avito.ma,115245.48878923767,4774.363228699552,4.361479820627805,85.72170403587445,97.23004484304928,1.6191928251121084,75.30493273542602,1.6311210762331845,Home,0.5697299975229131,France,West Europe,11.98,3
futbolme.com,114375.07142857145,220.0,0.38,79.45285714285716,87.66285714285713,2.3057142857142856,0.7142857142857143,0.1285714285714286,Sports,7.629427792915531,Spain,West Europe,11.98,3
mdzol.com,114149.96,1895.061818181818,1.5117454545454536,65.67429090909093,71.09276363636361,1.350945454545453,21.35272727272727,0.7826909090909091,News & Portals,58.6078771364875,Argentina,South America,53.27,2
nordkurier.de,113917.28301886794,19782.490566037737,18.736415094339627,78.4541509433962,92.89943396226415,1.4816981132075469,126.7924528301887,0.6181132075471698,News & Portals,58.6078771364875,Germany,West Europe,11.98,1
acordacidade.com.br,113829.4262295082,11453.519125683059,11.23661202185793,71.75628415300548,97.22068306010927,1.6283333333333296,11.073770491803279,0.1065573770491803,News & Portals,58.6078771364875,Brazil,South America,53.27,2
sandesh.com,113213.12568306009,3445.74043715847,2.9729508196721266,88.53866120218584,96.88650273224044,1.8297267759562827,8.983606557377051,0.24516393442622944,News & Portals,58.6078771364875,India,Asia,13.09,1
suamusica.com.br,113082.225,46663.425,36.505,64.75949999999997,82.98575,2.08075,172.0,0.34600000000000003,Music & Radio,5.622987366856576,Brazil,South America,53.27,4
tabascohoy.com,112784.75,13881.379807692307,13.507692307692313,87.86206730769234,95.24221153846158,1.6536538461538468,119.44230769230771,0.8918269230769234,News & Portals,58.6078771364875,Mexico,South America,53.27,2
cartacapital.com.br,111554.34556574924,13633.94495412844,13.82749235474007,85.4497859327217,98.63354740061159,1.6191437308868477,54.20183486238532,0.3755963302752295,News & Portals,58.6078771364875,Brazil,South America,53.27,2
campograndenews.com.br,111178.3581081081,5352.8175675675675,6.344864864864862,69.3993243243243,90.1688513513514,1.6103378378378381,24.33783783783784,0.5452027027027025,News & Portals,58.6078771364875,Brazil,South America,53.27,2
epapervijayavani.in,110055.67857142855,161.67857142857142,0.14285714285714285,84.905,99.67321428571431,1.7607142857142857,0.5,0.2557142857142857,News & Portals,58.6078771364875,India,Asia,13.09,1
gente.com.ar,109875.74137931038,7289.448275862069,7.1068965517241365,70.63517241379313,74.17896551724137,1.2574137931034484,46.01724137931034,0.4922413793103448,Glamour,4.756006935843448,Argentina,South America,53.27,4
ncrnoticias.com,109547.70731707316,692.0243902439024,0.7912195121951219,91.63707317073171,92.10878048780485,1.591951219512195,2.8536585365853657,0.4124390243902439,News & Portals,58.6078771364875,Costa Rica,South America,53.27,2
descopera.ro,108778.48387096773,187.83870967741936,0.2458064516129033,79.77774193548385,83.98838709677419,1.4967741935483871,1.2258064516129032,0.4664516129032258,Community & Culture,6.613822145157296,Romania,East Europe,10.43,3
entrepreneur.com,108772.57650273225,39880.5,39.70125683060109,85.21366120218579,97.75265027322395,1.6565846994535474,158.16120218579238,0.4101092896174865,News & Portals,58.6078771364875,Mexico,South America,53.27,2
aastocks.com,108441.25,9312.983695652174,12.37815217391304,58.33027173913045,88.26065217391306,1.456902173913044,10.86413043478261,0.20157608695652168,News & Portals,58.6078771364875,Hong Kong,Asia,13.09,1
lanacion.com.py,108079.81147540985,5076.762295081967,5.8824863387978175,88.97658469945358,95.65677595628408,1.6774863387978132,56.653005464480884,0.9977595628415306,News & Portals,58.6078771364875,Paraguay,South America,53.27,2
exitosanoticias.pe,107467.71038251367,11551.573770491805,11.111229508196725,87.41142076502737,95.17775956284152,1.6332786885245851,102.0464480874317,0.9438524590163934,News & Portals,58.6078771364875,Peru,South America,53.27,2
rpp.pe,107373.45631067961,19444.239482200646,16.332135922330078,61.05537216828479,92.27453074433657,1.656213592233007,72.98058252427184,0.4278317152103561,News & Portals,58.6078771364875,Peru,South America,53.27,2
cnnchile.com,107192.83193277313,20660.731092436974,21.630336134453792,90.30504201680674,99.163781512605,1.5303361344537814,268.29411764705884,1.2758823529411771,Movies & Television,3.5670052018825857,Chile,South America,53.27,4
senhorcarros.com,107129.30769230767,3.615384615384616,0.01,54.87153846153846,79.18153846153847,1.4261538461538463,0.0,0.0,Autos,0.07431260837255388,Brazil,South America,53.27,4
midiario.com,107090.15264797508,15905.255451713396,18.866292834890963,84.02716510903426,94.27476635514016,1.5496573208722717,109.17445482866043,0.6267289719626169,News & Portals,58.6078771364875,Panama,South America,53.27,2
perfil.com,106945.525,6507.258333333332,5.702249999999999,70.6248333333333,82.9586666666667,1.467666666666667,44.49166666666667,0.6020833333333331,News & Portals,58.6078771364875,Argentina,South America,53.27,2
gamewith.net,106370.0,1039.2,0.982,86.82600000000001,93.43799999999999,1.872,1.8,0.166,Tech & Gaming,1.9816695566014368,United Kingdom,West Europe,11.98,3
diariodovale.com.br,106257.18446601943,3898.1747572815534,3.812330097087378,87.05873786407766,98.41349514563109,1.526893203883496,20.368932038834952,0.5601941747572815,News & Portals,58.6078771364875,Brazil,South America,53.27,2
lasillarota.com,106081.0407523511,21525.639498432603,21.529749216300935,88.39432601880883,97.55219435736679,1.6334796238244498,131.3040752351097,0.632978056426332,News & Portals,58.6078771364875,Mexico,South America,53.27,2
dailynayadiganta.com,106077.45714285712,270.6171428571429,0.07651428571428569,24.42788571428571,27.91925714285714,0.4547428571428572,0.9942857142857144,0.08205714285714286,News & Portals,58.6078771364875,Bangladesh,Asia,13.09,1
imageneseducativas.com,105966.722007722,3677.432432432433,3.810270270270272,82.0299613899614,93.37451737451737,1.6275289575289542,19.081081081081077,0.4930115830115831,Casual Games,0.6440426058954669,Mexico,South America,53.27,4
mixdeseries.com.br,105958.46372239749,19809.905362776022,22.40009463722398,79.4019558359622,90.56668769716087,1.470220820189272,125.45110410094635,0.5329652996845428,Movies & Television,3.5670052018825857,Brazil,South America,53.27,4
revistabula.com,105501.93442622949,26718.03551912568,30.2174863387978,86.18573770491808,99.43153005464474,1.6228415300546393,111.79781420765028,0.4445355191256831,Community & Culture,6.613822145157296,Brazil,South America,53.27,4
cinehoyts.cl,105387.1616438356,8082.69589041096,5.653369863013696,74.220602739726,93.59536986301376,1.5089589041095852,51.471232876712335,0.5838630136986297,Movies & Television,3.5670052018825857,Chile,South America,53.27,4
alairelibre.cl,105071.4863387978,8664.63387978142,10.405437158469935,45.1124316939891,98.27584699453548,1.5507103825136563,20.26502732240437,0.21647540983606547,Sports,7.629427792915531,Chile,South America,53.27,4
riovagas.com.br,105067.45625,1496.640625,2.4135312499999984,55.07346875,82.22340625,1.5668124999999988,4.959375,0.29309375,News & Portals,58.6078771364875,Brazil,South America,53.27,2
publimetro.cl,104090.6897810219,9707.211678832116,13.448503649635038,67.93529197080288,95.14299270072992,1.5187226277372228,81.71167883211679,0.7110583941605839,News & Portals,58.6078771364875,Chile,South America,53.27,2
hipertextual.com,103610.43989071039,25944.98633879781,25.186557377049198,78.03655737704919,96.1941803278688,1.6045081967213062,94.67486338797814,0.3075956284153006,Tech & Gaming,1.9816695566014368,Mexico,South America,53.27,4
westca.com,103570.26190476194,585.7857142857142,0.4091666666666666,56.337619047619064,66.1879761904762,1.3521428571428569,2.0119047619047623,0.19940476190476186,News & Portals,58.6078771364875,Canada,North America,8.32,1
salon24.pl,103167.08791208793,1616.532967032967,1.7219780219780223,89.26472527472531,97.52423076923077,1.7093406593406597,16.46153846153846,0.8443956043956049,News & Portals,58.6078771364875,Poland,East Europe,10.43,1
tv7dias.pt,102715.85779816512,1386.7981651376147,1.2999541284403633,92.36064220183485,94.72183486238531,1.5674770642201832,12.559633027522937,1.1912385321100916,Community & Culture,6.613822145157296,Portugal,West Europe,11.98,3
lovepedia.net,102677.61363636363,56.93181818181818,0.015454545454545459,18.0025,25.9675,0.6197727272727273,0.20454545454545456,0.1093181818181818,Community & Culture,6.613822145157296,Italy,West Europe,11.98,3
cronica.com.py,102668.93989071039,2124.814207650273,3.2557650273224032,80.89494535519128,89.68002732240431,1.6563387978142066,17.795081967213115,0.7999999999999996,News & Portals,58.6078771364875,Paraguay,South America,53.27,2
guioteca.com,102647.92976588626,18247.735785953177,20.873879598662214,89.66591973244147,96.37846153846151,1.637725752508362,125.66555183946487,0.6399665551839469,News & Portals,58.6078771364875,Mexico,South America,53.27,2
everardoherrera.com,102293.24124513619,9799.046692607004,10.470817120622568,79.55758754863812,97.12587548638136,1.637548638132294,80.46303501945525,0.8086381322957201,Sports,7.629427792915531,Costa Rica,South America,53.27,4
adshort.world,102120.0,5169.56,4.746,83.086,83.87799999999999,1.8456,10.24,0.2024,Tech & Gaming,1.9816695566014368,United States,North America,8.32,3
caracol.com.co,101906.81643835617,17093.630136986303,25.20964383561644,88.25317808219181,97.08408219178075,1.7109041095890405,98.18082191780823,0.5314246575342461,News & Portals,58.6078771364875,Colombia,South America,53.27,2
argumentopolitico.org,101405.34699453553,6679.46994535519,3.237185792349726,87.12278688524582,84.53142076502729,1.6992896174863374,66.78142076502732,0.6452459016393443,News & Portals,58.6078771364875,Mexico,South America,53.27,2
elwatannews.com,101399.60773480665,2717.403314917127,2.756795580110497,88.95116022099444,94.25906077348067,1.6521546961325968,16.834254143646408,0.6250276243093923,News & Portals,58.6078771364875,Egypt,Africa,1.1,1
elnacional.cat,100854.38732394367,1852.9788732394366,1.6526760563380278,38.36457746478871,76.7423943661972,2.115,1.676056338028169,0.08640845070422534,News & Portals,58.6078771364875,Spain,West Europe,11.98,1
infobae.com,100800.12786885246,19845.86557377049,20.253770491803273,89.16950819672134,96.59783606557377,1.6180983606557369,217.73114754098359,0.9857704918032792,News & Portals,58.6078771364875,Uruguay,South America,53.27,2
soccer.ru,100217.20129870131,3997.181818181818,4.838831168831171,80.05727272727272,89.9204545454546,1.5561038961038958,7.577922077922077,0.16740259740259736,Sports,7.629427792915531,Russia,East Europe,10.43,3
lesiteinfo.com,99607.64347826088,659.3086956521738,1.2101304347826087,54.64000000000001,69.04939130434781,1.163652173913044,4.934782608695652,0.3898260869565217,News & Portals,58.6078771364875,Morocco,Africa,1.1,1
obrazovaka.ru,99577.14285714287,36.42857142857143,0.03571428571428571,83.67285714285715,95.23857142857142,1.6185714285714283,0.14285714285714285,0.3857142857142857,Education & Careers,2.4275452068367596,Russia,East Europe,10.43,3
correio24horas.com.br,99546.1469740634,39295.78674351585,36.047780979827095,75.57351585014409,99.11878962536021,1.7102305475504338,128.2449567723343,0.3927377521613835,News & Portals,58.6078771364875,Brazil,South America,53.27,2
bollywoodlife.com,99472.13653136534,3615.2398523985244,4.852029520295203,70.42918819188195,84.83745387453874,1.4784132841328403,23.712177121771216,0.5671217712177121,Movies & Television,3.5670052018825857,United States,North America,8.32,3
bgr.in,99202.963099631,983.9188191881917,3.7797047970479714,39.92937269372693,47.0640221402214,0.7993357933579335,1.5313653136531364,0.1606273062730627,Tech & Gaming,1.9816695566014368,India,Asia,13.09,3
expreso.ec,98701.08670520232,3201.462427745665,4.6137572254335275,56.14959537572256,71.21809248554915,1.4897687861271678,20.595375722543352,0.3779190751445089,News & Portals,58.6078771364875,Ecuador,South America,53.27,2
ciao.ro,97651.45588235294,72.0,2.8048529411764704,17.700294117647054,27.10566176470588,0.469779411764706,0.3308823529411765,0.8188235294117647,Glamour,4.756006935843448,Romania,East Europe,10.43,3
tichyseinblick.de,96344.941580756,7747.587628865979,7.940446735395193,77.78780068728523,91.67639175257729,1.5504467353951903,65.6357388316151,0.8735051546391752,News & Portals,58.6078771364875,Germany,West Europe,11.98,1
paparazzi.com.ar,96328.08661417324,2671.283464566929,1.8277952755905515,34.42913385826771,32.132283464566925,0.5707086614173228,28.984251968503933,0.5022834645669291,Glamour,4.756006935843448,Argentina,South America,53.27,4
ulifestyle.com.hk,95827.86206896552,3006.0689655172414,21.802758620689655,69.2451724137931,73.76689655172414,0.8186206896551724,7.586206896551723,0.14551724137931032,Leisure,0.4706465196928412,Hong Kong,Asia,13.09,3
uta-net.com,95767.94805194807,1984.7792207792209,1.8715584415584416,50.03519480519482,62.221038961038964,1.114025974025974,1.6623376623376624,0.06571428571428573,Community & Culture,6.613822145157296,Japan,Asia,13.09,3
ecartelera.com,95723.47540983607,7078.516393442624,7.370710382513666,80.66699453551911,94.80043715847,1.6842622950819617,61.510928961748625,0.9656284153005472,Movies & Television,3.5670052018825857,Spain,West Europe,11.98,3
diariodocentrodomundo.com.br,95225.2625,16576.859375,21.710093749999984,79.42315625,98.57728125,1.6670312499999984,31.00625,0.2317187500000001,News & Portals,58.6078771364875,Brazil,South America,53.27,2
dorzeczy.pl,94656.78470254957,3882.6827195467417,4.540424929178466,91.439461756374,95.38407932011332,1.6809915014164325,13.294617563739376,0.3794050991501416,News & Portals,58.6078771364875,Poland,East Europe,10.43,1
gazetadopovo.com.br,94386.25116279071,13623.488372093025,15.439348837209305,84.0560465116279,98.0602790697674,1.7432093023255804,27.348837209302324,0.2650697674418604,News & Portals,58.6078771364875,Brazil,South America,53.27,2
mhoninoticias.com,94363.81147540985,16109.969945355193,17.45338797814208,88.73980874316939,96.12855191256835,1.575491803278689,281.275956284153,1.4405737704918034,News & Portals,58.6078771364875,Mexico,South America,53.27,2
fmdos.cl,94157.28961748633,13379.625683060107,13.469316939890707,86.23551912568311,98.58346994535526,1.56849726775956,154.2295081967213,1.063825136612023,Glamour,4.756006935843448,Chile,South America,53.27,4
india.com,93152.52747252748,6963.904761904762,7.472783882783883,70.33941391941391,84.35915750915754,1.439304029304029,29.44322344322344,0.4575091575091576,News & Portals,58.6078771364875,United States,North America,8.32,1
epapergujaratsamachar.com,92565.25806451614,351.6129032258065,0.3961290322580645,79.78548387096775,99.91322580645162,1.900645161290322,0.5806451612903226,0.16,News & Portals,58.6078771364875,India,Asia,13.09,1
superela.com,92125.54098360657,15467.93169398907,16.261366120218575,91.04732240437154,98.96920765027313,1.5957103825136547,126.21584699453553,0.7926775956284153,Glamour,4.756006935843448,Brazil,South America,53.27,4
juksy.com,92115.13953488372,4003.643410852713,7.935348837209302,80.88496124031008,98.30899224806204,1.8365891472868219,7.9147286821705425,0.19798449612403096,Glamour,4.756006935843448,Taiwan,Asia,13.09,3
wradio.com.co,91609.9945054945,12444.013736263736,15.89260989010988,88.7725274725275,96.25101648351645,1.732005494505492,73.53296703296704,0.590439560439561,News & Portals,58.6078771364875,Colombia,South America,53.27,2
dagens.dk,91104.31896551725,6998.318965517241,5.104655172413789,84.85043103448278,93.10405172413792,1.4994827586206894,45.06034482758621,0.5184482758620689,News & Portals,58.6078771364875,Denmark,West Europe,11.98,1
pagina7.cl,90967.80327868852,22162.112021857924,23.586366120218592,81.31620218579233,94.74934426229512,1.5104098360655691,261.1912568306011,0.9913387978142074,News & Portals,58.6078771364875,Chile,South America,53.27,2
ole.com.ar,90741.0,8216.80769230769,8.19076923076923,73.70038461538459,75.8003846153846,1.5546153846153847,19.5,0.2623076923076923,Sports,7.629427792915531,Spain,West Europe,11.98,3
game-debate.com,90183.63636363637,3829.4545454545455,3.1181818181818177,57.78999999999999,71.19636363636364,1.0818181818181818,8.090909090909092,0.16818181818181818,Tech & Gaming,1.9816695566014368,United States,North America,8.32,3
ciudad.com.ar,89412.30529595015,1843.495327102804,2.9484423676012463,83.92383177570092,93.60744548286604,1.737414330218069,9.545171339563863,0.5653271028037384,News & Portals,58.6078771364875,Uruguay,South America,53.27,2
lacuerda.net,88986.97033898305,36664.68644067797,34.80991525423731,73.70822033898305,86.47652542372877,1.625932203389831,201.1864406779661,0.435720338983051,Music & Radio,5.622987366856576,Mexico,South America,53.27,4
plantaoenfoco.com.br,88946.50877192982,4347.561403508772,5.0143859649122815,87.37263157894738,96.65087719298245,1.4985964912280705,12.421052631578947,0.2449122807017544,News & Portals,58.6078771364875,Brazil,South America,53.27,2
diariodepernambuco.com.br,88688.24590163934,15035.0956284153,21.482076502732266,83.42229508196723,98.77193989071041,1.6426229508196688,86.70218579234972,0.7707923497267763,News & Portals,58.6078771364875,Brazil,South America,53.27,2
dhnet.be,88347.46762589928,18199.546762589933,21.377913669064746,87.32226618705042,96.22507194244601,1.5748920863309328,72.03237410071942,0.44568345323741,Sports,7.629427792915531,Belgium,West Europe,11.98,3
superluchas.com,88227.9309392265,11477.842541436465,15.052707182320445,74.45839779005523,89.47223756906071,1.4974585635359123,49.42817679558011,0.382817679558011,Sports,7.629427792915531,Mexico,South America,53.27,4
diariouno.com.ar,87549.61023622048,2771.4921259842517,6.6493700787401595,83.66035433070869,92.18519685039371,1.7369685039370086,18.30708661417323,0.5081496062992128,News & Portals,58.6078771364875,Argentina,South America,53.27,2
superesportes.com.br,87532.4918032787,37652.543715846994,33.928032786885225,79.5193169398908,99.6230327868853,1.6255737704917994,144.05191256830602,0.37019125683060095,Sports,7.629427792915531,Brazil,South America,53.27,4
fotech.cl,87269.77049180327,5675.778688524591,6.3478688524590146,82.39057377049186,96.71174863387978,1.557267759562835,54.85245901639344,0.9398907103825134,Movies & Television,3.5670052018825857,Chile,South America,53.27,4
inforuss.info,85713.18181818182,65.72727272727273,0.07181818181818182,96.25909090909092,99.46545454545452,1.6218181818181818,0.4545454545454545,0.5945454545454546,News & Portals,58.6078771364875,Russia,East Europe,10.43,1
historyplay.tv,85569.20385674931,10543.071625344352,13.524242424242404,81.3768595041322,96.85101928374655,1.6101377410468278,62.09641873278236,0.6570523415977962,News & Portals,58.6078771364875,Mexico,South America,53.27,2
tune.pk,85166.77528089887,4523.224719101125,3.5587640449438203,64.75455056179776,79.12033707865167,1.4494382022471908,45.40449438202246,1.3842134831460675,Tech & Gaming,1.9816695566014368,Qatar,Arabia,1.55,3
stream2watch.ws,84833.36986301371,9573.054794520549,2.5773972602739716,22.47684931506849,27.66013698630137,0.56,47.38356164383562,0.11931506849315072,Movies & Television,3.5670052018825857,Canada,North America,8.32,3
nuevamujer.com,84758.92250922509,9799.811808118082,15.056236162361618,72.9988560885609,92.97597785977858,1.6860147601476,52.81918819188192,0.36730627306273067,Glamour,4.756006935843448,Mexico,South America,53.27,4
fortnitetracker.com,84351.36170212767,11632.319148936169,7.978085106382978,47.21446808510638,66.09287234042554,1.2522340425531908,10.638297872340424,0.08574468085106382,Tech & Gaming,1.9816695566014368,United States,North America,8.32,3
unoentrerios.com.ar,84338.69039145907,1339.4733096085408,1.7354448398576503,85.18451957295369,94.00441281138784,1.6432740213523096,12.00355871886121,0.8444839857651244,News & Portals,58.6078771364875,Argentina,South America,53.27,2
go4it.ro,83457.67625899281,2441.3165467625895,2.5933093525179856,83.04460431654674,95.43028776978416,1.5311510791366905,16.158273381294965,0.6323741007194247,Tech & Gaming,1.9816695566014368,Romania,East Europe,10.43,3
elsiglo.com.pa,83246.92307692308,15450.0625,19.38514423076923,90.66206730769228,95.98413461538462,1.591778846153845,42.769230769230774,0.3642307692307695,News & Portals,58.6078771364875,Panama,South America,53.27,2
periodicocentral.mx,83026.39481268011,8641.907780979827,12.262564841498554,87.78870317002882,97.75155619596546,1.5696829971181534,90.56484149855908,1.0253314121037462,News & Portals,58.6078771364875,Mexico,South America,53.27,2
xeu.mx,83010.98633879781,6068.0,7.774344262295088,83.61978142076505,95.41098360655728,1.6181420765027297,8.081967213114755,0.14398907103825134,News & Portals,58.6078771364875,Mexico,South America,53.27,2
goal.com,82831.3306010929,34148.35519125683,43.087677595628435,83.8125409836066,99.35808743169399,1.6652732240437096,70.27322404371584,0.20349726775956284,Sports,7.629427792915531,Brazil,South America,53.27,4
der-betze-brennt.de,82330.76687116563,8478.110429447852,8.201901840490798,60.27791411042944,77.4846625766871,1.2733435582822084,11.39877300613497,0.105,Sports,7.629427792915531,Germany,West Europe,11.98,3
datachaco.com,81869.08333333331,3795.083333333334,4.501666666666668,91.61333333333334,74.67416666666666,1.5,25.58333333333333,0.7166666666666667,News & Portals,58.6078771364875,Argentina,South America,53.27,2
lahora.com.ec,81282.02127659574,4218.198581560284,5.348971631205675,89.2084042553191,91.71138297872344,1.9193262411347516,29.046099290780138,0.7573758865248226,News & Portals,58.6078771364875,Ecuador,South America,53.27,2
lanetanoticias.com,81045.58169934641,13575.607843137255,16.875686274509803,92.10232026143792,98.42176470588228,1.5744771241830045,128.39215686274508,1.3710130718954252,News & Portals,58.6078771364875,Mexico,South America,53.27,2
newindianexpress.com,80994.85714285714,3041.950738916257,8.946206896551725,77.17743842364533,88.99640394088672,1.5719211822660093,10.36945812807882,0.2913300492610837,News & Portals,58.6078771364875,United Kingdom,West Europe,11.98,1
elpais.com.uy,80881.46721311475,5783.349726775957,5.615273224043719,76.99005464480875,87.9565300546448,1.663661202185792,37.00819672131148,0.5158196721311475,News & Portals,58.6078771364875,Argentina,South America,53.27,2
linkneverdie.com,80859.0,1415.75,1.56875,64.14625,90.125,1.70625,0.5,0.01125,Tech & Gaming,1.9816695566014368,Vietnam,Asia,13.09,3
varelanoticias.com.br,80801.48360655738,8208.407103825137,11.207185792349732,86.40325136612024,98.81622950819677,1.653306010928958,62.44535519125683,0.7170218579234969,News & Portals,58.6078771364875,Brazil,South America,53.27,2
jornalggn.com.br,80764.23770491804,15188.237704918032,19.474398907103826,83.99412568306006,99.08021857923492,1.666174863387973,71.24863387978142,0.5321038251366118,News & Portals,58.6078771364875,Brazil,South America,53.27,2
eldigitalcastillalamancha.es,80706.23107569721,20194.577689243033,20.633067729083653,82.53107569721116,89.73067729083665,1.6381274900398397,151.54183266932267,0.6111155378486055,News & Portals,58.6078771364875,Spain,West Europe,11.98,1
1fichier.com,80471.0,2159.0,2.68,77.22,73.29,0.1,3.0,0.14,Tech & Gaming,1.9816695566014368,France,West Europe,11.98,3
stirilekanald.ro,80331.75,4633.25,6.056666666666668,89.74833333333332,89.36916666666669,1.6133333333333335,22.16666666666667,0.4841666666666666,News & Portals,58.6078771364875,Romania,East Europe,10.43,1
